# function_census.py -- commit ed15116d53f31c499b50d6ba69018362b6f1c8a7 -- generated 2026-09-21 -- rows 935
file	start_line	end_line	span_lines	code_lines	max_depth	name	header
src/parse/rxt_source.c	3177	3188	12	12	1	list_next	header
src/parse/rxt_source.c	3284	3295	12	12	2	seen_add	header
src/parse/rxt_source.c	3458	3469	12	12	2	lib_resolve	header
src/core/cpset.c	249	261	13	11	2	pcrec_cls_bits	header
src/core/fold.c	113	123	11	11	2	ucd_fold_next	header
src/core/sb.c	157	167	11	11	2	pcrec_sb_take	header
src/dump/limits_dump.c	52	62	11	11	2	limit_row	header
src/gen/emit_dfa.c	92	102	11	11	1	emit_comment_safe_byte	header
src/gen/emit_dfa.c	120	130	11	11	1	emit_pattern_comment	header
src/gen/emit_dfa.c	2395	2405	11	11	2	fold_tr	header
src/gen/emit_dfa.c	2554	2564	11	11	2	emit_eol_table	header
src/gen/emit_dfa.c	2569	2579	11	11	2	emit_end_table	header
src/gen/emit_dfa.c	2781	2794	14	11	2	emit_seed_table	header
src/gen/emit_dfa.c	2834	2848	15	11	2	cand_derive	header
src/gen/emit_dfa.c	3236	3252	17	11	1	dfa_scan_edge_name	header
src/gen/emit_dfa.c	3856	3866	11	11	2	dfa_select	header
src/gen/emit_dfa.c	4589	4599	11	11	1	pf_emit_bcls	header
src/gen/emit_dfa.c	4701	4717	17	11	2	pf_tables_ofs	header
src/gen/emit_dfa.c	6113	6123	11	11	2	dfa_seed_can_be_scan_head	header
src/gen/emit_vm.c	1852	1862	11	11	1	vm_cursor_fits	header
src/gen/emit_vm.c	2453	2463	11	11	2	vm_cost_cat	header
src/gen/emit_vm.c	3217	3227	11	11	1	vm_push_at	header
src/gen/emit_vm.c	3442	3452	11	11	1	vm_emit_fd	header
src/gen/emit_vm.c	3543	3553	11	11	1	vm_mrl_gate	header
src/gen/emit_vm.c	7050	7060	11	11	3	vm_w_cap_slots	header
src/gen/emit_vm.c	7119	7129	11	11	1	vm_publish_saves	header
src/gen/emit_vm.c	8693	8703	11	11	2	vm_mask_names	header
src/ir/nfa.c	105	116	12	11	2	patch_push	header
src/ir/nfa.c	163	173	11	11	2	patch_to	header
src/opt/altcls.c	143	153	11	11	2	altcls_rebuild_alt	header
src/opt/altcls.c	180	195	16	11	1	altcls_branch_peel	header
src/opt/lower_enc.c	206	216	11	11	2	u8_push_branch	header
src/opt/prefix_k.c	225	235	11	11	2	frontier_union	header
src/opt/revdet.c	259	284	26	11	2	rd_node	header
src/parse/mod_lookaround.c	365	381	17	11	1	la_width_refusal	header
src/parse/registry.c	1261	1271	11	11	2	pcrec_registry_verb_name_row	header
src/parse/registry.c	1728	1738	11	11	2	pcrec_registry_row_by_syntax	header
src/parse/rxt_compose.c	626	636	11	11	2	rc_export_lists	header
src/parse/rxt_schema.c	56	66	11	11	2	pcrec_rxt_schema_row	header
src/parse/rxt_source.c	1036	1046	11	11	2	word_in_set	header
cli/main.c	52	61	10	10	1	cli_err	header
src/core/arena.c	42	51	10	10	2	pcrec_arena_free	header
src/core/cpset.c	78	87	10	10	1	cpset_grow	header
src/core/cpset.c	173	182	10	10	3	pcrec_cpset_add_bits	header
src/dump/syntax_dump.c	190	199	10	10	2	diag_name	header
src/enc/enc.c	226	235	10	10	2	pcrec_enc_start_cls_ok	header
src/gen/emit_dfa.c	2152	2161	10	10	2	emit_u8_table	header
src/gen/emit_dfa.c	2412	2421	10	10	2	fold_acc	header
src/gen/emit_dfa.c	2699	2708	10	10	1	dfa_premul	header
src/gen/emit_dfa.c	3213	3226	14	10	2	scan_edge_of	header
src/gen/emit_dfa.c	4251	4262	12	10	1	view_emit_end_only	header
src/gen/emit_dfa.c	4605	4617	13	10	1	pf_emit_bcls_bounded	header
src/gen/emit_dfa.c	4977	4986	10	10	2	pcrec_dfa_scan_state_written	header
src/gen/emit_dfa.c	7627	7663	37	10	2	dfa_prefilter_name	header
src/gen/emit_dfa.c	7709	7724	16	10	2	dfa_prefilter_offsets	header
src/gen/emit_vm.c	3166	3188	23	10	2	vm_lbl	header
src/ir/dfa.c	932	943	12	10	2	tab_grow	header
src/ir/nfa.c	984	999	16	10	2	pcrec_build_nfa	header
src/opt/atomic.c	522	542	21	10	1	pcrec_discharge_atomic	header
src/opt/callgraph.c	299	313	15	10	2	cg_cwmax_publish	header
src/opt/possessify.c	523	532	10	10	2	gk_newpos	header
src/opt/prefix_k.c	321	330	10	10	1	model_cost	header
src/parse/ext.c	721	730	10	10	1	pcrec_ext_class_bracket	header
src/parse/mod_uprops.c	318	327	10	10	2	uprops_produce	header
src/parse/parse.c	535	555	21	10	1	char_node	header
src/parse/parse.c	786	799	14	10	1	p_quote_next	header
src/parse/parse.c	2018	2033	16	10	2	pcrec_parse_info	header
src/parse/rxt_schema.c	192	201	10	10	2	pcrec_rxt_cardinality_name	header
src/parse/rxt_schema.c	305	314	10	10	2	pcrec_rxt_schema_opener	header
src/parse/rxt_source.c	298	307	10	10	2	rxt_diag_class_name	header
src/parse/rxt_source.c	3335	3344	10	10	1	source_dir	header
cli/main.c	129	137	9	9	2	raise_only_match	header
cli/main.c	338	346	9	9	2	write_file	header
src/core/cpset.c	287	295	9	9	2	pcrec_cls_bits_widen	header
src/core/sb.c	94	102	9	9	2	pcrec_sb_puts	header
src/core/sb.c	365	373	9	9	1	pcrec_sb_upper	header
src/dump/axes_dump.c	153	172	20	9	1	stamp_macro_of	header
src/dump/axes_dump.c	244	252	9	9	1	deny_cols	header
src/dump/axes_dump.c	319	327	9	9	1	emit_table_composite_rows	header
src/dump/axes_dump.c	343	351	9	9	1	emit_scan_composite_rows	header
src/dump/syntax_dump.c	110	131	22	9	1	put_mask	header
src/dump/syntax_dump.c	179	187	9	9	2	status_name	header
src/gen/emit_dfa.c	193	201	9	9	1	emit_feature_comment	header
src/gen/emit_dfa.c	2622	2630	9	9	2	state_acc_varies	header
src/gen/emit_dfa.c	3294	3305	12	9	1	dfa_uniform_folds	header
src/gen/emit_dfa.c	4335	4363	29	9	1	seed_emit_seeded	header
src/gen/emit_dfa.c	4405	4413	9	9	1	acc_emit_tail_scalar	header
src/gen/emit_dfa.c	4511	4520	10	9	1	pf_comment_memchr	header
src/gen/emit_dfa.c	4751	4759	9	9	2	ofsk_emit_params	header
src/gen/emit_dfa.c	4862	4871	10	9	1	pf_comment_ofs	header
src/gen/emit_dfa.c	5667	5675	9	9	1	scan_test_range	header
src/gen/emit_vm.c	1247	1263	17	9	1	vm_counter_copies	header
src/gen/emit_vm.c	2088	2096	9	9	1	cost_add	header
src/gen/emit_vm.c	2105	2113	9	9	1	cost_max	header
src/gen/emit_vm.c	3333	3343	11	9	2	vm_cut	header
src/gen/emit_vm.c	3356	3364	9	9	1	vm_rung_mark	header
src/gen/emit_vm.c	4128	4137	10	9	2	vm_isl_die	header
src/gen/emit_vm.c	9494	9502	9	9	1	vm_trail_fields	header
src/ir/dfa.c	325	333	9	9	1	lctx_slot	header
src/opt/lower_enc.c	221	229	9	9	1	u8_byte_class	header
src/opt/possessify.c	158	166	9	9	2	fst_seq	header
src/opt/revdet.c	773	781	9	9	1	pcrec_revdet	header
src/opt/select_engine.c	107	143	37	9	1	forces_captures	header
src/opt/select_engine.c	318	343	26	9	1	forces_registry	header
src/opt/select_engine.c	376	384	9	9	1	forces_dfa_overflow	header
src/parse/ext.c	103	111	9	9	1	pcrec_ext_finish	header
src/parse/mod_backrefs.c	72	80	9	9	2	br_decimal	header
src/parse/mod_recursion.c	92	100	9	9	2	rc_decimal	header
src/parse/registry.c	1670	1682	13	9	2	pcrec_registry_posix_known	header
src/parse/rxt_schema.c	214	222	9	9	2	pcrec_rxt_validated_by_name	header
src/parse/rxt_source.c	439	447	9	9	1	defname_ok	header
src/parse/rxt_source.c	1527	1535	9	9	2	is_case_kind	header
src/parse/rxt_source.c	2076	2084	9	9	1	config_by_name	header
src/parse/rxt_source.c	3348	3356	9	9	1	join_path	header
cli/main.c	644	651	8	8	1	cli_int_value	header
src/core/compile.c	55	68	14	8	1	pcrec_default_options	header
src/core/compile.c	236	243	8	8	1	valid_prefix	header
src/core/cpset.c	211	218	8	8	2	pcrec_cpset_has	header
src/core/cpset.c	316	323	8	8	2	pcrec_cls_has	header
src/core/sb.c	247	254	8	8	2	pcrec_sb_row	header
src/core/sb.c	290	297	8	8	1	pcrec_sb_fragf	header
src/core/sb.c	327	334	8	8	1	pcrec_sb_stampf	header
src/core/sb.c	337	344	8	8	1	pcrec_sb_stampwf	header
src/dump/axes_dump.c	137	144	8	8	1	desc_of	header
src/dump/axes_dump.c	220	231	12	8	1	axis_cli_flag	header
src/dump/syntax_dump.c	1379	1386	8	8	1	put_names	header
src/gen/emit_dfa.c	571	578	8	8	1	pcrec_emit_startpos_guard	header
src/gen/emit_dfa.c	717	724	8	8	1	dfa_fragf	none
src/gen/emit_dfa.c	1307	1314	8	8	1	pcrec_bufsurface_inert	header
src/gen/emit_dfa.c	2896	2922	27	8	1	attempt_cand	header
src/gen/emit_dfa.c	3396	3408	13	8	1	emit_stay_table	header
src/gen/emit_dfa.c	4524	4532	9	8	1	pf_comment_bcls	header
src/gen/emit_dfa.c	4683	4692	10	8	1	pf_tables_bcls	header
src/gen/emit_dfa.c	4850	4857	8	8	1	pf_emit_ofs_reseed	header
src/gen/emit_dfa.c	5539	5553	15	8	2	pcrec_dfa_axis_direction_cands	header
src/gen/emit_dfa.c	5686	5693	8	8	1	scan_tables_bitmap	header
src/gen/emit_dfa.c	7127	7142	16	8	1	pcrec_gen_names	banner
src/gen/emit_vm.c	809	816	8	8	1	vm_rolef	none
src/gen/emit_vm.c	1472	1479	8	8	1	vm_lifts	banner
src/gen/emit_vm.c	2775	2792	18	8	1	vm_count_slots_look	header
src/gen/emit_vm.c	3310	3317	8	8	1	vm_work_at	header
src/gen/emit_vm.c	6965	6972	8	8	1	vm_snap	header
src/gen/emit_vm.c	9505	9512	8	8	2	vm_fields_join	header
src/ir/dfa.c	337	344	8	8	1	lctx_rehash	header
src/ir/dfa.c	378	385	8	8	2	lctx_find	header
src/ir/dfa.c	403	410	8	8	2	pmemo_next	header
src/opt/callgraph.c	126	133	8	8	1	cg_scan	header
src/opt/lower_enc.c	158	167	10	8	1	lower_class_byte	header
src/opt/lower_enc.c	445	453	9	8	1	ops_for	header
src/opt/possessify.c	511	518	8	8	1	gk_parts_empty	header
src/parse/ext.c	135	142	8	8	1	bucket_has_tail	header
src/parse/ext.c	366	373	8	8	1	pcrec_ext_escape	header
src/parse/mod_atomic_groups.c	135	142	8	8	1	pcrec_atomic_suffix_row	header
src/parse/mod_backrefs.c	133	140	8	8	2	br_result_node	header
src/parse/mod_backrefs.c	264	271	8	8	1	br_relative	header
src/parse/mod_recursion.c	114	121	8	8	2	rc_result_node	header
src/parse/mod_verbs.c	271	278	8	8	1	pcrec_registry_verb_find	header
src/parse/parse.c	206	213	8	8	1	pcrec_wrap_bare_anchor	header
src/parse/parse.c	412	419	8	8	1	cls_enc	header
src/parse/parse.c	1308	1329	22	8	1	p_group	header
src/parse/registry.c	1621	1628	8	8	1	pcrec_registry_posix_find	header
src/parse/rxt_compose.c	250	257	8	8	1	bound_by_name	header
src/parse/rxt_schema.c	204	211	8	8	2	pcrec_rxt_row_source_name	header
src/parse/rxt_source.c	389	396	8	8	1	ident_ok	header
src/parse/rxt_source.c	457	464	8	8	1	ident_ok_n	header
src/parse/rxt_source.c	3138	3150	13	8	1	pcrec_rxt_source_free	header
src/parse/scans.c	103	110	8	8	1	pcrec_ext_class_pair_opens	header
cli/main.c	548	554	7	7	1	cli_extras_clean	header
src/core/compile.c	2046	2052	7	7	1	pcrec_output_free	header
src/core/compile_defs.c	43	49	7	7	1	pcrec_compile_defs	header
src/core/cpset.c	66	72	7	7	1	pcrec_cpset_init	header
src/core/cpset.c	305	311	7	7	1	pcrec_cls_single	header
src/core/internal.h	3427	3438	12	7	1	upc_of_class	header
src/core/sb.c	84	90	7	7	2	pcrec_sb_putc	header
src/core/sb.c	146	152	7	7	1	pcrec_sb_printf	header
src/core/sb.c	236	242	7	7	2	pcrec_sb_join	header
src/core/sb.c	318	324	7	7	1	sb_stampv	header
src/dump/limits_dump.c	38	44	7	7	1	override_name	header
src/dump/limits_dump.c	68	102	35	7	2	pcrec_limits_tsv	header
src/dump/syntax_dump.c	221	229	9	7	1	put_expect	header
src/enc/enc.c	36	42	7	7	1	pcrec_enc_by_name	header
src/enc/enc.c	118	124	7	7	1	pcrec_enc_entry_engine_callable	header
src/enc/enc.c	128	134	7	7	2	pcrec_enc_emit_text	header
src/gen/emit_dfa.c	209	215	7	7	1	emit_feature_macros	header
src/gen/emit_dfa.c	769	1149	381	7	1	emit_rx_abi_types	header
src/gen/emit_dfa.c	1605	1611	7	7	1	ng_count_caller_scope	header
src/gen/emit_dfa.c	2491	2501	11	7	1	upc_emit_live	header
src/gen/emit_dfa.c	2764	2770	7	7	1	upc_of_newline	header
src/gen/emit_dfa.c	2853	2859	7	7	1	cand_from_escapes	header
src/gen/emit_dfa.c	2875	2881	7	7	1	cand_from_live_seeds	header
src/gen/emit_dfa.c	3135	3141	7	7	1	dfa_engine_is_empty	banner
src/gen/emit_dfa.c	3422	3428	7	7	1	legend_byte	header
src/gen/emit_dfa.c	4148	4158	11	7	1	tr_comment_premul	header
src/gen/emit_dfa.c	4394	4400	7	7	1	acc_emit_probe	header
src/gen/emit_dfa.c	5049	5063	15	7	1	dir_fwd_bound_accept	header
src/gen/emit_dfa.c	7482	7488	7	7	2	pcrec_emit_info	header
src/gen/emit_vm.c	1227	1239	13	7	1	vm_counter_fits	header
src/gen/emit_vm.c	1548	1554	7	7	1	vm_revdet_fits	header
src/gen/emit_vm.c	1667	1673	7	7	1	vm_cls_fold_count	header
src/gen/emit_vm.c	2548	2554	7	7	1	vm_cost_atomic	header
src/gen/emit_vm.c	2610	2616	7	7	1	vm_cost_look	header
src/gen/emit_vm.c	3432	3438	7	7	1	vm_emit_f	header
src/gen/emit_vm.c	8737	8743	7	7	2	vm_listing_slot_row	header
src/ir/dfa.c	223	229	7	7	2	marks_next	header
src/ir/dfa.c	921	927	7	7	1	tab_insert	header
src/ir/nfa.c	179	185	7	7	3	frag_single	header
src/ir/nfa.c	1192	1198	7	7	1	pcrec_nfa_has_bot	header
src/opt/callgraph.c	152	163	12	7	1	cg_roots	header
src/opt/callgraph.c	181	187	7	7	2	cg_edges	header
src/opt/callgraph.c	245	251	7	7	1	cg_minw_publish	header
src/opt/callgraph.c	330	336	7	7	1	cg_cwmin_publish	header
src/opt/callgraph.c	441	452	12	7	1	cg_publish_link	header
src/opt/callgraph.c	472	478	7	7	1	pcrec_cg_sat_mul	header
src/opt/possessify.c	148	154	7	7	1	fst_empty	header
src/opt/prefix_k.c	162	168	7	7	1	wpush	header
src/opt/scanedge.c	237	243	7	7	1	pcrec_state_view_invariant	header
src/opt/scanedge.c	462	471	10	7	1	chain_cmp	header
src/opt/select_engine.c	474	480	7	7	1	run_possessify	header
src/parse/ext.c	76	82	7	7	1	pcrec_ext_gate	header
src/parse/ext.c	546	552	7	7	1	pcrec_ext_group	header
src/parse/mod_backrefs.c	145	151	7	7	1	br_strndup	header
src/parse/mod_modifiers.c	247	253	7	7	2	modport_refuse	header
src/parse/mod_named_groups.c	76	82	7	7	1	ng_arena_strndup	header
src/parse/mod_named_groups.c	125	131	7	7	1	ng_is_duplicate	header
src/parse/mod_recursion.c	104	110	7	7	1	rc_strndup	header
src/parse/mod_verbs.c	543	549	7	7	1	pcrec_ext_verb	header
src/parse/parse.c	485	519	35	7	1	cls_casefold	header
src/parse/parse.c	564	570	7	7	1	lit_next_cp	header
src/parse/parse.c	679	685	7	7	1	pcrec_hexval	header
src/parse/parse.c	1998	2004	7	7	2	pcrec_parse_mods_init	header
src/parse/registry.c	1753	1764	12	7	1	pcrec_recognise_tail_default	header
src/parse/rxt_compose.c	209	215	7	7	1	rc_derived_id	header
src/parse/rxt_source.c	77	86	10	7	1	tok_len	header
src/parse/rxt_source.c	349	355	7	7	1	arena_strndup	header
src/parse/rxt_source.c	378	384	7	7	1	value_trimmed	header
src/parse/rxt_source.c	478	484	7	7	1	pcrec_rxt_prefix_from_name	header
src/parse/rxt_source.c	942	948	7	7	1	unknown_token	header
src/parse/rxt_source.c	3485	3491	7	7	1	lib_ref_text	header
src/parse/scans.c	117	123	7	7	1	pcrec_verb_name_extent_scan	header
cli/main.c	470	478	9	6	1	cli_modes_active	header
cli/main.c	492	497	6	6	1	cli_modes_count	header
cli/main.c	587	592	6	6	2	engine_by_name	header
cli/main.c	595	600	6	6	1	engine_name	header
cli/main.c	682	687	6	6	2	cli_operand	header
src/core/compile.c	45	50	6	6	1	pcrec_ctx_nomem	header
src/core/compile.c	82	92	11	6	1	pcrec_axis_on	header
src/core/compile.c	602	609	8	6	1	size_drop_note	header
src/core/compile.c	1960	1965	6	6	1	pcrec_compile_driver	header
src/core/fold.c	104	109	6	6	1	ascii_partners	header
src/core/sb.c	61	66	6	6	1	pcrec_sb_cmt_open	header
src/core/sb.c	71	81	11	6	1	pcrec_sb_cmt_close	header
src/core/sb.c	170	175	6	6	1	pcrec_sb_free	header
src/dump/axes_dump.c	234	239	6	6	2	bit_of	header
src/dump/syntax_dump.c	62	67	6	6	1	pcrec_flavour_by_name	header
src/dump/syntax_dump.c	91	96	6	6	1	pcrec_flavour_names	header
src/dump/syntax_dump.c	203	208	6	6	1	put_selector	header
src/enc/enc.c	28	33	6	6	1	pcrec_enc_by_id	header
src/enc/enc.c	138	143	6	6	1	adv_put	header
src/gen/emit_dfa.c	329	334	6	6	1	pcrec_emit_engine_stamp	header
src/gen/emit_dfa.c	2074	2079	6	6	1	emit_residual_decls	header
src/gen/emit_dfa.c	2085	2090	6	6	1	emit_residual_defs	header
src/gen/emit_dfa.c	2446	2451	6	6	1	dfa_has_eolvar	header
src/gen/emit_dfa.c	2517	2525	9	6	1	st_emit_endvar	header
src/gen/emit_dfa.c	2535	2540	6	6	1	dfa_has_endvar	header
src/gen/emit_dfa.c	2635	2640	6	6	1	state_acc_any	header
src/gen/emit_dfa.c	2647	2652	6	6	1	dfa_needs_seed	header
src/gen/emit_dfa.c	2664	2669	6	6	1	dfa_needs_gseed	header
src/gen/emit_dfa.c	2731	2736	6	6	1	dfa_has_clsacc	header
src/gen/emit_dfa.c	3918	3926	9	6	1	fold_arg	header
src/gen/emit_dfa.c	4162	4168	7	6	1	tr_comment_indexed	header
src/gen/emit_dfa.c	4174	4181	8	6	1	acc_comment_premul	header
src/gen/emit_dfa.c	4368	4373	6	6	1	seed_emit_constant	header
src/gen/emit_dfa.c	4501	4506	6	6	1	pf_open	header
src/gen/emit_vm.c	841	846	6	6	1	vm_charge	header
src/gen/emit_vm.c	1007	1018	12	6	1	vm_slot_expr	header
src/gen/emit_vm.c	1077	1082	6	6	1	vm_slot_pend	header
src/gen/emit_vm.c	1109	1114	6	6	1	vm_slot_lookmark	header
src/gen/emit_vm.c	1118	1123	6	6	1	vm_slot_splice	header
src/gen/emit_vm.c	1129	1134	6	6	1	vm_slot_lookpos	header
src/gen/emit_vm.c	2419	2424	6	6	2	vm_cost_kreset	header
src/gen/emit_vm.c	2429	2443	15	6	1	vm_cost_cap	header
src/gen/emit_vm.c	3420	3425	6	6	1	pcrec_vm_fmul	header
src/gen/emit_vm.c	3511	3516	6	6	1	vm_prune_mark	header
src/gen/emit_vm.c	7109	7114	6	6	1	vm_publish_nonnull	header
src/gen/emit_vm.c	8711	8716	6	6	1	vm_sec	header
src/gen/emit_vm.c	8801	8806	6	6	2	vm_prow	header
src/ir/dfa.c	308	313	6	6	1	arena_regrow	header
src/ir/dfa.c	415	420	6	6	1	pmemo_slot	header
src/ir/dfa.c	603	609	7	6	1	clo_open	header
src/ir/dfa.c	946	951	6	6	1	view_same	header
src/ir/nfa.c	119	124	6	6	1	patch_join	header
src/ir/nfa.c	209	214	6	6	2	frag_cat2	header
src/ir/nfa.c	346	351	6	6	1	trie_flat	header
src/opt/altcls.c	166	171	6	6	1	altcls_class_from_set	header
src/opt/callgraph.c	462	467	6	6	1	pcrec_cg_sat_add	header
src/opt/mrl.c	104	109	6	6	1	pcrec_mrl_sat_mul	header
src/opt/prefix_k.c	135	140	6	6	1	pcrec_byte_freq_total_ppm	header
src/opt/prefix_k.c	302	307	6	6	1	set_ppm	header
src/opt/select_engine.c	496	501	6	6	1	run_revdet	header
src/parse/definitions.c	188	193	6	6	1	pcrec_ast_all_core	header
src/parse/definitions.c	206	211	6	6	1	pcrec_def_build_atomic	header
src/parse/definitions.c	263	268	6	6	1	pcrec_def_text_cx	header
src/parse/enabled.c	211	216	6	6	1	install	header
src/parse/ext.c	122	127	6	6	2	tail_at	header
src/parse/mod_modifiers.c	181	186	6	6	1	pcrec_registry_option_run_recognise	header
src/parse/mod_recursion.c	173	178	6	6	1	rc_close	header
src/parse/mod_recursion.c	428	433	6	6	1	pcrec_call_node	header
src/parse/mod_recursion.c	439	444	6	6	1	pcrec_call_by_name	header
src/parse/mod_uprops.c	241	246	6	6	1	pcrec_uprops_row_name	header
src/parse/mod_uprops.c	301	306	6	6	1	pcrec_registry_uprops_recognise	header
src/parse/parse.c	50	55	6	6	1	node	header
src/parse/parse.c	65	73	9	6	1	pcrec_ast_stamp	header
src/parse/parse.c	256	261	6	6	1	q_open_is_empty	header
src/parse/registry.c	397	402	6	6	1	recognise_N_name_brace	header
src/parse/registry.c	1634	1656	23	6	1	pcrec_registry_posix_whole_class_only	header
src/parse/rxt_compose.c	429	434	6	6	1	rc_recorded	header
src/parse/rxt_source.c	525	530	6	6	1	rtrim_ws	header
src/parse/rxt_source.c	956	961	6	6	1	refuse_cardinality	header
src/parse/rxt_source.c	1049	1054	6	6	1	vocab_lookup	header
src/parse/rxt_source.c	3206	3211	6	6	1	set_init	header
src/parse/rxt_source.c	3474	3479	6	6	1	closure_seen	header
cli/main.c	140	306	167	5	1	usage	header
cli/main.c	330	334	5	5	1	base_name	header
cli/main.c	482	489	8	5	1	cli_mode_name	header
cli/main.c	1251	1255	5	5	1	path_is_dir	header
src/core/compile.c	228	232	5	5	1	emit_size_code	header
src/core/compile.c	500	504	5	5	1	size_term_capacity_holds	header
src/core/compile.c	1942	1946	5	5	1	pcrec_compile	header
src/core/cpset.c	227	231	5	5	1	pcrec_cpset_publish	header
src/core/sb.c	192	196	5	5	1	sb_frame_byte	header
src/core/sb.c	200	204	5	5	1	pcrec_sb_textn	header
src/core/sb.c	207	211	5	5	1	pcrec_sb_text	header
src/core/sb.c	347	351	5	5	1	pcrec_sb_stamp_str	header
src/core/tune.c	116	120	5	5	1	pcrec_tune_row	header
src/core/tune.c	176	180	5	5	1	pcrec_vm_entry_shape_name	header
src/dump/axes_dump.c	206	214	9	5	1	axis_macro_name	header
src/gen/emit_dfa.c	363	367	5	5	1	emit_altcls_macros	header
src/gen/emit_dfa.c	412	416	5	5	1	emit_search_decl	header
src/gen/emit_dfa.c	1271	1276	6	5	1	emit_search_in_decl	header
src/gen/emit_dfa.c	1284	1288	5	5	1	emit_match_in_decl	header
src/gen/emit_dfa.c	1294	1298	5	5	1	emit_match_caps_in_decl	header
src/gen/emit_dfa.c	2357	2361	5	5	1	tr_cell	banner
src/gen/emit_dfa.c	2508	2512	5	5	1	upc_emit_of_class	header
src/gen/emit_dfa.c	2715	2719	5	5	1	dfa_interior_dead	header
src/gen/emit_dfa.c	2885	2889	5	5	1	cand_emit_table	header
src/gen/emit_dfa.c	3281	3285	5	5	1	uniform_folds_of	header
src/gen/emit_dfa.c	4184	4188	5	5	1	acc_comment_indexed	header
src/gen/emit_dfa.c	4205	4209	5	5	2	dfa_repr_of	header
src/gen/emit_dfa.c	4216	4220	5	5	1	view_decl	header
src/gen/emit_dfa.c	4653	4657	5	5	1	pf_ofs_applies_common	header
src/gen/emit_dfa.c	4940	4944	5	5	2	dfa_pf_of	header
src/gen/emit_dfa.c	5233	5237	5	5	2	dfa_match_of	header
src/gen/emit_dfa.c	5450	5454	5	5	2	dfa_search_start_of	header
src/gen/emit_dfa.c	5658	5662	5	5	1	scan_range_applies	header
src/gen/emit_dfa.c	5704	5708	5	5	2	dfa_edge_of	header
src/gen/emit_dfa.c	5714	5718	5	5	2	dfa_scan_of	header
src/gen/emit_dfa.c	5737	5741	5	5	1	pcrec_dfa_axis_edge_cands	header
src/gen/emit_dfa.c	5745	5749	5	5	1	pcrec_dfa_axis_scanbody_cands	header
src/gen/emit_dfa.c	6582	6586	5	5	1	emit_target	header
src/gen/emit_dfa.c	7492	7496	5	5	1	pcrec_emit_residual	header
src/gen/emit_dfa.c	7503	7507	5	5	1	pcrec_emit_dfa_engine	header
src/gen/emit_dfa.c	7613	7617	5	5	1	dfa_scan_name	header
src/gen/emit_vm.c	826	830	5	5	1	vm_bounds_text	header
src/gen/emit_vm.c	891	895	5	5	1	vm_slot_rev	header
src/gen/emit_vm.c	1041	1045	5	5	1	vm_slot_ctr	header
src/gen/emit_vm.c	1177	1181	5	5	1	vm_marked	header
src/gen/emit_vm.c	1272	1276	5	5	1	bare	header
src/gen/emit_vm.c	3193	3197	5	5	1	vm_goto	header
src/gen/emit_vm.c	3202	3206	5	5	1	vm_fail	header
src/gen/emit_vm.c	3412	3416	5	5	1	pcrec_vm_fadd	header
src/gen/emit_vm.c	3637	3649	13	5	1	vm_isl_single	header
src/gen/emit_vm.c	4982	4986	5	5	1	vm_rev_index	header
src/gen/emit_vm.c	7031	7035	5	5	1	vm_grp_set_cap	header
src/gen/emit_vm.c	7432	7436	5	5	1	vm_ceiling	header
src/gen/emit_vm.c	8723	8727	5	5	2	vm_row3	header
src/ir/nfa.c	94	98	5	5	1	ast_bare	header
src/opt/atomic.c	413	417	5	5	1	ds_has	header
src/opt/callgraph.c	173	177	5	5	1	cg_index	header
src/opt/callgraph.c	195	199	5	5	1	cg_count	header
src/opt/lower_enc.c	170	174	5	5	1	pat_char_byte	header
src/opt/mrl.c	96	100	5	5	1	pcrec_mrl_sat_add	header
src/opt/possessify.c	123	127	5	5	1	bs_intersects	header
src/opt/postresolve.c	95	99	5	5	1	pr_count	header
src/opt/prefix_k.c	312	316	5	5	1	verify_cost	header
src/parse/definitions.c	220	224	5	5	1	pcrec_def_build_identity	header
src/parse/mod_modifiers.c	87	91	5	5	1	opt_letter	header
src/parse/mod_verbs.c	245	252	8	5	1	pcrec_registry_verb_name_limit	header
src/parse/parse.c	243	247	5	5	1	xskip_byte	header
src/parse/registry.c	1614	1618	5	5	1	pcrec_registry_posix_names	header
src/parse/registry.c	1771	1775	5	5	1	pcrec_registry_row_answers	header
src/parse/rxt_schema.c	42	46	5	5	1	pcrec_rxt_schema_rows	header
src/parse/rxt_schema.c	128	132	5	5	1	pcrec_rxt_schema_group_scope	header
src/parse/rxt_source.c	89	93	5	5	1	tok_is	header
src/parse/rxt_source.c	96	100	5	5	1	skip_ws	header
src/parse/rxt_source.c	3324	3328	5	5	1	path_is_file	header
src/parse/rxt_source.c	3899	3903	5	5	1	section_open	header
cli/main.c	669	676	8	4	1	cli_axis_apply	header
src/core/compile.c	493	496	4	4	1	cap_or_inf	header
src/core/cpset.c	164	167	4	4	1	pcrec_cpset_add_set	header
src/core/internal.h	3966	3969	4	4	1	pcrec_ast_engines	header
src/core/internal.h	5305	5308	4	4	1	pcrec_startgate_needed	header
src/core/tune.c	108	111	4	4	1	pcrec_tune_valid	header
src/core/tune.c	124	127	4	4	1	pcrec_tune_token	header
src/core/tune.c	226	229	4	4	1	pcrec_tune_size_term_bar	header
src/core/tune.c	234	237	4	4	1	pcrec_tune_size_term_threshold	header
src/core/tune.c	241	244	4	4	1	pcrec_tune_vm_inline_chain_max	header
